ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-25660N|refseq:NP_500858|uniprotkb:Q18646,DIP-24580N|refseq:NP_494524|uniprotkb:Q9TYJ0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43897E,dip-quality-status:,dip:0005(high throughput)
DIP-27043N|refseq:NP_499128|uniprotkb:P34470,DIP-24580N|refseq:NP_494524|uniprotkb:Q9TYJ0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43898E,dip-quality-status:,dip:0005(high throughput)
DIP-24580N|refseq:NP_494524|uniprotkb:Q9TYJ0,DIP-26639N|refseq:NP_741864|uniprotkb:Q21463,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43899E,dip-quality-status:,dip:0005(high throughput)
DIP-27006N|refseq:NP_509334|uniprotkb:Q18529,DIP-26738N|refseq:NP_506646|uniprotkb:Q9NAE9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43900E,dip-quality-status:,dip:0005(high throughput)
DIP-26757N|refseq:NP_500427|uniprotkb:O44400,DIP-26738N|refseq:NP_506646|uniprotkb:Q9NAE9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43901E,dip-quality-status:,dip:0005(high throughput)
DIP-26738N|refseq:NP_506646|uniprotkb:Q9NAE9,DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43902E,dip-quality-status:,dip:0005(high throughput)
DIP-26738N|refseq:NP_506646|uniprotkb:Q9NAE9,DIP-27239N|refseq:NP_001022951|uniprotkb:Q9U1S2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43903E,dip-quality-status:,dip:0005(high throughput)
DIP-25272N|refseq:NP_507632|uniprotkb:Q9XXR6,DIP-24344N|refseq:NP_493947|uniprotkb:Q9TXS0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43904E,dip-quality-status:,dip:0005(high throughput)
DIP-26055N|refseq:NP_500939|uniprotkb:Q20988,DIP-25272N|refseq:NP_507632|uniprotkb:Q9XXR6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43905E,dip-quality-status:,dip:0005(high throughput)
DIP-26846N|refseq:NP_491416|uniprotkb:O02056,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43906E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-26464N|refseq:NP_741450|uniprotkb:Q8MQE8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43908E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-24962N|refseq:NP_509009|uniprotkb:Q17849,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43909E,dip-quality-status:,dip:0005(high throughput)
DIP-25603N|refseq:NP_491608|uniprotkb:O02639,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43910E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-27389N|refseq:NP_496310|uniprotkb:Q09456,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43911E,dip-quality-status:,dip:0005(high throughput)
DIP-26515N|refseq:NP_497991,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43912E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-26757N|refseq:NP_500427|uniprotkb:O44400,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-43913E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-26704N|refseq:NP_495536|uniprotkb:O02085,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43914E,dip-quality-status:,dip:0005(high throughput)
DIP-25881N|refseq:NP_490676|uniprotkb:O01802,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43915E,dip-quality-status:,dip:0005(high throughput)
DIP-27370N|refseq:NP_492400|uniprotkb:Q94013,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43916E,dip-quality-status:,dip:0005(high throughput)
DIP-26788N|refseq:NP_506445|uniprotkb:Q9XVI6,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43918E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43919E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-24720N|refseq:NP_500084|uniprotkb:Q9N4A9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43920E,dip-quality-status:,dip:0005(high throughput)
DIP-26988N|refseq:NP_498109|uniprotkb:Q27864,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43921E,dip-quality-status:,dip:0005(high throughput)
DIP-25755N|refseq:NP_491359|uniprotkb:Q9N4L8,DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43922E,dip-quality-status:,dip:0005(high throughput)
DIP-26515N|refseq:NP_497991,DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43927E,dip-quality-status:,dip:0005(high throughput)
DIP-26728N|refseq:NP_741131|uniprotkb:Q9GYP6,DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43928E,dip-quality-status:,dip:0005(high throughput)
DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,DIP-25679N|refseq:NP_507006|uniprotkb:O45469,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43929E,dip-quality-status:,dip:0005(high throughput)
DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,DIP-26919N|refseq:NP_507394|uniprotkb:O45526,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43930E,dip-quality-status:,dip:0005(high throughput)
DIP-26046N|refseq:NP_495344|uniprotkb:P91329,DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43931E,dip-quality-status:,dip:0005(high throughput)
DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,DIP-25687N|refseq:NP_497128|uniprotkb:O76670,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43932E,dip-quality-status:,dip:0005(high throughput)
DIP-27044N|refseq:NP_502235|uniprotkb:P41932,DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43933E,dip-quality-status:,dip:0005(high throughput)
DIP-25060N|refseq:NP_741386|uniprotkb:Q9TYX2,DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43934E,dip-quality-status:,dip:0005(high throughput)
DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1,DIP-24899N|refseq:NP_492101|uniprotkb:Q22853,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43935E,dip-quality-status:,dip:0005(high throughput)
DIP-26405N|refseq:NP_497731|uniprotkb:P41829,DIP-24991N|refseq:NP_497662|uniprotkb:Q9N4S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43952E,dip-quality-status:,dip:0005(high throughput)
DIP-27356N|refseq:NP_497028|uniprotkb:O45233,DIP-25216N|refseq:NP_493243|uniprotkb:Q9U2Q9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43718E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-27113N|refseq:NP_491218|uniprotkb:P91126,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43815E,dip-quality-status:,dip:0005(high throughput)
DIP-24761N|refseq:NP_502216|uniprotkb:Q22660,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43844E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-27316N|refseq:NP_494469|uniprotkb:P91551,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43858E,dip-quality-status:,dip:0005(high throughput)
DIP-25940N|refseq:NP_491993|uniprotkb:O17907,DIP-24609N|refseq:NP_496857|uniprotkb:O18203,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43888E,dip-quality-status:,dip:0005(high throughput)
DIP-24746N|refseq:NP_502974|uniprotkb:Q9NAD6,DIP-25328N|refseq:NP_001023371|uniprotkb:Q17878,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43917E,dip-quality-status:,dip:0005(high throughput)
DIP-24432N|refseq:NP_499809|uniprotkb:O45815,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43846E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-26364N|uniprotkb:O44635,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43821E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-26677N|refseq:NP_505686|uniprotkb:Q19739,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43822E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-25813N|refseq:NP_501780|uniprotkb:Q9XVP7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43823E,dip-quality-status:,dip:0005(high throughput)
DIP-27183N|refseq:NP_498378|uniprotkb:Q09562,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43828E,dip-quality-status:,dip:0005(high throughput)
DIP-27231N|refseq:NP_495763|uniprotkb:Q20611,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43829E,dip-quality-status:,dip:0005(high throughput)
DIP-26857N|refseq:NP_490685|uniprotkb:O01794,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43830E,dip-quality-status:,dip:0005(high throughput)
DIP-24414N|refseq:NP_491889|uniprotkb:P52872,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43831E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-26445N|refseq:NP_502151|uniprotkb:O45603,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43832E,dip-quality-status:,dip:0005(high throughput)
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,DIP-27398N|refseq:NP_493666|uniprotkb:O17239,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43833E,dip-quality-status:,dip:0005(high throughput)
DIP-26082N|refseq:NP_500644|uniprotkb:Q9TYX4,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43836E,dip-quality-status:,dip:0005(high throughput)
DIP-26766N|refseq:NP_507060|uniprotkb:O45521,DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-43827E,dip-quality-status:,dip:0005(high throughput)
DIP-26688N|refseq:NP_492457|uniprotkb:P29691,DIP-27451N|refseq:NP_501461|uniprotkb:Q95NX4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44009E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-26405N|refseq:NP_497731|uniprotkb:P41829,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44059E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25625N|refseq:NP_506317|uniprotkb:P92004,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44081E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-27199N|refseq:NP_491661|uniprotkb:P91453,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44084E,dip-quality-status:,dip:0005(high throughput)
DIP-26304N,DIP-25636N|refseq:NP_497721|uniprotkb:Q27389,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44115E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-24494N|refseq:NP_509829|uniprotkb:Q22631,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44156E,dip-quality-status:,dip:0005(high throughput)
DIP-25384N|refseq:NP_503729|uniprotkb:O61899,DIP-25776N|refseq:NP_497326,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44171E,dip-quality-status:,dip:0005(high throughput)
DIP-26100N|refseq:NP_500841|uniprotkb:P91001,DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44190E,dip-quality-status:,dip:0005(high throughput)
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-26824N|refseq:NP_509059|uniprotkb:Q22379,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44230E,dip-quality-status:,dip:0005(high throughput)
DIP-26042N|refseq:NP_501077|uniprotkb:Q9TZQ3,DIP-27069N|refseq:NP_498911,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44265E,dip-quality-status:,dip:0005(high throughput)
DIP-27006N|refseq:NP_509334|uniprotkb:Q18529,DIP-26387N|refseq:NP_493477|uniprotkb:O18302,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44306E,dip-quality-status:,dip:0005(high throughput)
DIP-24949N|refseq:NP_500308|uniprotkb:O61858,DIP-26387N|refseq:NP_493477|uniprotkb:O18302,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44336E,dip-quality-status:,dip:0005(high throughput)
DIP-27289N|refseq:NP_505624|uniprotkb:Q23646,DIP-25100N|refseq:NP_493543|uniprotkb:Q9NF14,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44346E,dip-quality-status:,dip:0005(high throughput)
DIP-25642N|refseq:NP_492041|uniprotkb:Q17581,DIP-27179N|refseq:NP_492449|uniprotkb:Q94420,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44347E,dip-quality-status:,dip:0005(high throughput)
DIP-27179N|refseq:NP_492449|uniprotkb:Q94420,DIP-27179N|refseq:NP_492449|uniprotkb:Q94420,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44362E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-26388N|uniprotkb:Q9N4B6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44040E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-26125N|refseq:NP_741027|uniprotkb:Q17693,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44070E,dip-quality-status:,dip:0005(high throughput)
DIP-27221N|refseq:NP_741103|uniprotkb:Q9N5N7,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44144E,dip-quality-status:,dip:0005(high throughput)
DIP-25700N|refseq:NP_496251|uniprotkb:Q09665,DIP-26169N|refseq:NP_499271|uniprotkb:Q21621,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44294E,dip-quality-status:,dip:0005(high throughput)
DIP-26472N|refseq:NP_501545|uniprotkb:Q18241,DIP-27179N|refseq:NP_492449|uniprotkb:Q94420,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44350E,dip-quality-status:,dip:0005(high throughput)
DIP-24700N|uniprotkb:O02174,DIP-26992N|uniprotkb:O18250,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44001E,dip-quality-status:,dip:0005(high throughput)
DIP-24665N|refseq:NP_491740|uniprotkb:O01422,DIP-26112N|refseq:NP_507507|uniprotkb:Q9GS00,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44002E,dip-quality-status:,dip:0005(high throughput)
DIP-24914N|refseq:NP_500749|uniprotkb:Q9N2K7,DIP-26785N|refseq:NP_491824|uniprotkb:P91276,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44004E,dip-quality-status:,dip:0005(high throughput)
DIP-24914N|refseq:NP_500749|uniprotkb:Q9N2K7,DIP-26445N|refseq:NP_502151|uniprotkb:O45603,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44005E,dip-quality-status:,dip:0005(high throughput)
DIP-25288N|refseq:NP_497665|uniprotkb:O17265,DIP-24914N|refseq:NP_500749|uniprotkb:Q9N2K7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44006E,dip-quality-status:,dip:0005(high throughput)
DIP-24914N|refseq:NP_500749|uniprotkb:Q9N2K7,DIP-25895N|refseq:NP_496629|uniprotkb:Q9XWH5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44007E,dip-quality-status:,dip:0005(high throughput)
DIP-25835N|refseq:NP_510693|uniprotkb:Q94188,DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44013E,dip-quality-status:,dip:0005(high throughput)
DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,DIP-25767N|refseq:NP_492458|uniprotkb:O17836,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44014E,dip-quality-status:,dip:0005(high throughput)
DIP-26551N|refseq:NP_509163|uniprotkb:Q20271,DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44015E,dip-quality-status:,dip:0005(high throughput)
DIP-26826N|refseq:NP_507031|uniprotkb:Q9U373,DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44016E,dip-quality-status:,dip:0005(high throughput)
DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,DIP-26061N|refseq:NP_504232|uniprotkb:Q9N5D6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44017E,dip-quality-status:,dip:0005(high throughput)
DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,DIP-26278N|refseq:NP_502585|uniprotkb:Q9U1W5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44018E,dip-quality-status:,dip:0005(high throughput)
DIP-26432N|refseq:NP_502574|uniprotkb:Q9U1X7,DIP-25361N|refseq:NP_494512|uniprotkb:Q8MXH8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44019E,dip-quality-status:,dip:0005(high throughput)
DIP-26422N|refseq:NP_505568|uniprotkb:O17608,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44022E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-24538N|refseq:NP_508435|uniprotkb:Q18585,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44023E,dip-quality-status:,dip:0005(high throughput)
DIP-25037N|refseq:NP_506626|uniprotkb:Q18688,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44024E,dip-quality-status:,dip:0005(high throughput)
DIP-25757N|refseq:NP_506095,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44025E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-26325N|refseq:NP_495376|uniprotkb:Q95QG7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44026E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-26614N|refseq:NP_501167|uniprotkb:P48156,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44027E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-24805N|refseq:NP_501361|uniprotkb:O44512,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44028E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-27369N|refseq:NP_493810|uniprotkb:Q9TXX2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44029E,dip-quality-status:,dip:0005(high throughput)
DIP-25313N|refseq:NP_493930|uniprotkb:P91313,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44030E,dip-quality-status:,dip:0005(high throughput)
DIP-24448N|refseq:NP_506375|uniprotkb:Q20720,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44031E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-25254N|refseq:NP_741780|uniprotkb:Q9TXP7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44032E,dip-quality-status:,dip:0005(high throughput)
DIP-24981N|refseq:NP_499420|uniprotkb:Q9XXC8,DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44036E,dip-quality-status:,dip:0005(high throughput)
DIP-25336N|refseq:NP_493461|uniprotkb:Q9XWG3,DIP-26142N|refseq:NP_504644|uniprotkb:Q23087,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44041E,dip-quality-status:,dip:0005(high throughput)
